x,y,cell_id,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3,u,var,sd,IoD,CoV,risk_score,risk_category,u_category
-2.2598343,53.4717005,-7.481353023776088e+18,112,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2599883,53.4968679,-4.2238329892829215e+18,104,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2600268,53.5031597,6.637999503488358e+18,108,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2600488,53.506755,8.521168590368666e+18,97,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2237683,53.4888516,8.03979373608355e+18,63,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2237778,53.4906493,-6.127105208046451e+17,23,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.223901,53.514019,7.952489035304254e+18,35,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2240624,53.5445792,8.402016159508924e+18,67,2,2,0,0,1.0,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925,2.1547005383792497,High,Low
-2.2241195,53.5553651,-5.25105042545645e+18,77,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2241243,53.5562639,3.113663036321681e+18,130,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.258224,53.4546259,-5.254841027862522e+18,93,2,2,2,3,2.25,0.25,0.5,0.111111111111111,0.222222222222222,2.749999999999999,High,Medium
-2.2582459,53.4582212,5.422709100531915e+18,87,2,1,0,4,1.75,2.91666666666667,1.70782512765993,1.66666666666667,0.975900072948533,3.4578251276599326,High,Medium
-2.2583005,53.4672096,5.835938782214385e+18,59,1,0,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2583169,53.4699061,-6.954196481229535e+18,144,1,2,1,2,1.5,0.333333333333333,0.577350269189626,0.222222222222222,0.38490017945975,2.077350269189625,High,Medium
-2.2583606,53.4770968,4.0972439628593193e+18,60,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2584207,53.486984,-5.561729502878796e+18,62,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2584864,53.49777,-2.9746882771677937e+18,104,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2585247,53.5040618,2.2847357525956997e+18,108,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2585466,53.5076571,1.523166832348355e+18,292,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2586123,53.5184431,-8.888266330712461e+18,122,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2221719,53.4717766,-7.158264755732104e+18,72,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2222236,53.4816638,6.501343188159533e+18,38,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2222377,53.4843603,6.573311163866369e+18,86,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2565934,53.4339558,4.875467706093793e+18,121,2,1,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2566585,53.4447419,1.2695086431838636e+18,30,0,0,2,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2566747,53.4474384,-9.201162778455576e+17,171,5,1,4,5,3.75,3.58333333333333,1.89296944860009,0.955555555555556,0.504791852960024,5.642969448600089,High,Medium
-2.2567019,53.4519326,-5.35531163591587e+18,71,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.256729,53.4564268,8.625268842838258e+18,72,1,0,2,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2567344,53.4573257,8.833625453736819e+18,151,2,2,3,4,2.75,0.916666666666667,0.957427107756338,0.333333333333333,0.348155311911396,3.707427107756339,High,Medium
-2.2567398,53.4582245,7.808340200574575e+18,79,1,3,2,0,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387,2.790994448735805,High,Medium
-2.2567616,53.4618198,7.653164197087816e+18,245,2,4,6,1,3.25,4.91666666666667,2.21735578260835,1.51282051282051,0.682263317725645,5.4673557826083465,High,Medium
-2.2567941,53.4672129,4.9198946511435546e+17,84,2,1,0,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2568267,53.4726059,1.2175558584138463e+18,200,7,3,1,5,4.0,6.66666666666667,2.58198889747161,1.66666666666667,0.645497224367903,6.5819888974716125,High,Medium
-2.2569137,53.4869872,6.285075410015462e+18,46,2,0,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2569245,53.4887849,7.453314335694834e+18,15,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2206374,53.4663863,-3.559556145222252e+18,157,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.220642,53.4672852,3.9194993099046175e+18,129,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2207588,53.4897561,-5.417387709879839e+18,194,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2208195,53.5014409,-4.537079593769277e+18,70,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2208944,53.5158223,7.948309280677485e+18,58,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2209834,53.5329,6.244390592547496e+18,94,2,3,0,3,2.0,2.0,1.4142135623731,1.0,0.707106781186548,3.414213562373096,High,Medium
-2.221185,53.5715495,-6.894166556480544e+18,18,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2551206,53.4393521,7.765163510436774e+18,53,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2551583,53.445644,8.748763637590048e+18,146,4,2,1,4,2.75,2.25,1.5,0.818181818181818,0.545454545454545,4.249999999999998,High,Medium
-2.2552122,53.4546324,-4.0546332707746545e+18,98,4,1,4,2,2.75,2.25,1.5,0.818181818181818,0.545454545454545,4.249999999999998,High,Medium
-2.255277,53.4654184,9.178608356376746e+18,82,0,2,0,3,1.25,2.25,1.5,1.8,1.2,2.75,High,Medium
-2.2552932,53.4681149,3.5560047668521385e+18,126,2,2,3,4,2.75,0.916666666666667,0.957427107756338,0.333333333333333,0.348155311911396,3.707427107756339,High,Medium
-2.255304,53.4699126,7.553071539244004e+18,102,1,2,0,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2553256,53.4735079,-4.810542782313416e+18,205,3,1,3,1,2.0,1.33333333333333,1.15470053837925,0.666666666666667,0.577350269189626,3.154700538379252,High,Medium
-2.255385,53.4833951,3.1942016129255194e+18,44,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2554229,53.489687,5.275382032462511e+18,283,2,1,3,3,2.25,0.916666666666667,0.957427107756338,0.407407407407407,0.425523159002817,3.207427107756338,High,Medium
-2.2554715,53.4977765,-2.2251407377266512e+17,93,0,3,0,1,1.0,2.0,1.4142135623731,2.0,1.4142135623731,2.4142135623731003,High,Low
-2.2555148,53.5049671,-3.5808836547098936e+18,127,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.255531,53.5076636,-7.702827843260857e+18,207,2,2,0,1,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2536474,53.4447483,3.9424663006087337e+18,52,0,1,1,2,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2537439,53.4609274,-3.0798468889803443e+18,28,0,2,0,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2537493,53.4618263,8.451244521267567e+18,261,5,6,4,3,4.5,1.66666666666667,1.29099444873581,0.37037037037037,0.286887655274623,5.790994448735804,High,Medium
-2.2537761,53.4663205,3.0453918163189325e+17,193,3,2,4,0,2.25,2.91666666666667,1.70782512765993,1.2962962962963,0.759033390071081,3.957825127659932,High,Medium
-2.2537815,53.4672193,7.207456395099159e+18,86,0,0,0,3,0.75,2.25,1.5,3.0,2.0,2.25,High,Low
-2.2538351,53.4762077,1.3843885041698455e+18,29,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2538405,53.4771065,-7.89181875763594e+18,55,1,2,2,0,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2539695,53.4986785,-6.349588404120956e+18,26,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2539802,53.5004762,7.377110199358557e+18,90,0,1,1,4,1.5,3.0,1.73205080756888,2.0,1.15470053837925,3.2320508075688745,High,Medium
-2.2540233,53.5076668,-9.086314011072302e+18,148,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.2540663,53.5148575,6.13277562184074e+18,118,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2540825,53.5175539,-5.716648945250215e+18,37,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2192934,53.4978484,8.830001161710958e+17,62,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2194514,53.5284087,-5.103065647791192e+18,20,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2196004,53.5571711,-5.03580473706336e+18,87,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2196377,53.5643617,-3.105273463345991e+18,33,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2197777,53.5913264,-7.992908441311142e+17,157,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2521632,53.4483469,-4.012334592598384e+18,215,5,2,2,2,2.75,2.25,1.5,0.818181818181818,0.545454545454545,4.249999999999998,High,Medium
-2.2522058,53.4555376,6.427615932087327e+18,87,1,4,1,0,1.5,3.0,1.73205080756888,2.0,1.15470053837925,3.2320508075688745,High,Medium
-2.2522111,53.4564364,-4.361766068488125e+18,49,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2522431,53.4618295,1.4100393826224123e+18,38,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2523232,53.475312,-6.861503628785829e+18,188,3,4,1,1,2.25,2.25,1.5,1.0,0.666666666666667,3.750000000000001,High,Medium
-2.2524994,53.5049735,-7.504154194374263e+18,71,0,0,0,2,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.252585,53.5193548,8.705308813030969e+18,78,1,2,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2175833,53.4583023,9.127126342519742e+18,101,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2177814,53.4969523,-4.557385773842288e+18,38,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2178829,53.5167266,6.21659432875352e+18,44,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2179706,53.5338044,1.4051749983581256e+17,77,0,1,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.218114,53.561668,-4.333852157704032e+18,51,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2182576,53.5895315,7.547523470692065e+18,86,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2506363,53.4447547,-2.3356095315914214e+18,88,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.250737,53.4618327,-7.751654916804915e+18,101,2,1,3,1,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193,2.7074271077563377,High,Medium
-2.2507741,53.4681245,1.6218061081207062e+17,91,1,1,0,3,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943,2.5083057392117873,High,Medium
-2.2507953,53.4717199,9.018751413319331e+18,53,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2511141,53.5256498,5.026740501937715e+18,36,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2511247,53.5274474,6.398823732129195e+18,65,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2162007,53.4825737,1.203998384935109e+18,78,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2162236,53.4870679,6.310733963754322e+18,85,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2163152,53.5050446,3.309464681242396e+18,155,3,1,0,1,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943,2.5083057392117873,High,Medium
-2.2163198,53.5059434,-3.4832884331497856e+18,19,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.216384,53.518527,1.327930023409844e+18,70,0,1,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2164528,53.5320095,-7.10237778095227e+18,63,0,0,0,2,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2165768,53.5562778,7.128779174004627e+18,64,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2165997,53.560772,-4.178961271459064e+17,58,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2167193,53.5841414,6.2224542529686e+18,41,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2491255,53.443859,-4.664277393599112e+17,126,4,2,2,0,2.0,2.66666666666667,1.63299316185545,1.33333333333333,0.816496580927726,3.632993161855452,High,Medium
-2.249136,53.4456567,-7.648560614496275e+18,30,0,0,2,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2492045,53.4573416,-6.779511215738192e+18,72,3,1,1,3,2.0,1.33333333333333,1.15470053837925,0.666666666666667,0.577350269189626,3.154700538379252,High,Medium
-2.2492625,53.4672288,-3.832200147963436e+18,218,1,2,3,2,2.0,0.666666666666667,0.816496580927726,0.333333333333333,0.408248290463863,2.8164965809277263,High,Medium
-2.2492888,53.471723,-7.711565303493118e+18,546,9,9,7,9,8.5,1.0,1.0,0.117647058823529,0.117647058823529,9.499999999999996,High,High
-2.2493521,53.482509,8.070278160886428e+18,182,1,0,1,4,1.5,3.0,1.73205080756888,2.0,1.15470053837925,3.2320508075688745,High,Medium
-2.2495369,53.5139682,-5.297101283145426e+18,38,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2495528,53.5166647,-1.997012798011682e+18,67,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.24762,53.4438622,3.339202503293663e+17,69,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2477037,53.4582436,9.17443353335347e+17,99,3,2,0,1,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387,2.790994448735805,High,Medium
-2.2477247,53.4618389,-7.942383138907096e+18,112,1,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low
-2.2479344,53.4977923,3.750990270633649e+16,24,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2479974,53.5085783,3.4477041054330783e+18,120,1,3,1,1,1.5,1.0,1.0,0.666666666666667,0.666666666666667,2.5000000000000004,High,Medium
-2.248092,53.5247573,-5.301827689024041e+18,40,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2148803,53.5194286,8.611530815160397e+18,65,1,0,2,3,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387,2.790994448735805,High,Medium
-2.2149578,53.5347087,-8.772735858712403e+18,107,1,1,3,1,1.5,1.0,1.0,0.666666666666667,0.666666666666667,2.5000000000000004,High,Medium
-2.2151083,53.56437,8.754733799446867e+18,58,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2152363,53.589537,-1.4269089179886928e+17,130,0,0,2,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2461301,53.4465618,-7.521711443507399e+18,41,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2461925,53.4573479,2.0428430768144256e+18,72,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2464374,53.4995931,-1.6283745249812319e+18,78,3,0,3,2,2.0,2.0,1.4142135623731,1.0,0.707106781186548,3.414213562373096,High,Medium
-2.2466045,53.5283557,2.321597154016548e+18,56,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2446503,53.4510591,-1.5498191335989363e+18,62,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2132366,53.4924663,8.208193253875926e+18,24,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2132637,53.4978593,-3.4668373697142886e+18,47,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2132818,53.5014546,-7.323885419928179e+18,76,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2133089,53.5068476,-9.150519537744452e+18,44,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2133134,53.5077465,-7.516998244768464e+18,55,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667,1.2500000000000002,Medium,Low
-2.2133586,53.5167348,-2.3767830386742687e+18,49,0,2,0,2,1.0,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925,2.1547005383792497,High,Low
-2.213431,53.5311161,-2.707653365312032e+18,76,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2134355,53.5320149,-6.186894177460905e+18,83,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2135713,53.5589797,-8.425401098959004e+17,97,2,0,1,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071,2.2074271077563385,High,Medium
-2.2136847,53.5814503,5.98276698363233e+17,65,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2447745,53.4726312,5.485659747781486e+18,184,2,0,3,2,1.75,1.58333333333333,1.25830573921179,0.904761904761905,0.719031850978167,3.0083057392117922,High,Medium
-2.2448211,53.4807207,6.89961100503577e+18,20,2,0,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2448263,53.4816196,-1.6040716129261284e+18,42,0,2,0,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2449507,53.5031916,-4.844301634159e+18,98,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2449818,53.5085845,-8.708719083165203e+18,97,0,0,2,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2450285,53.516674,-7.522885594878e+18,74,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.243124,53.4474668,5.089258770475959e+18,99,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2432165,53.4636459,4.304752804461992e+18,98,3,0,0,2,1.25,2.25,1.5,1.8,1.2,2.75,High,Medium
-2.2432268,53.4654436,-7.629650627734227e+18,60,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2432371,53.4672413,-2.0070101648114967e+18,69,2,0,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2432423,53.4681401,-5.203989260296545e+18,315,6,1,2,9,4.5,13.6666666666667,3.69684550213647,3.03703703703704,0.821521222696994,8.196845502136473,High,Medium
-2.2432525,53.4699378,8.749049905311696e+18,74,2,3,2,0,1.75,1.58333333333333,1.25830573921179,0.904761904761905,0.719031850978167,3.0083057392117922,High,Medium
-2.2434379,53.5022958,-7.295569244337794e+18,104,2,0,0,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2435669,53.5247666,-3.219509808661103e+18,28,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2117428,53.4951655,-6.777561849436425e+18,93,0,0,0,1,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2117563,53.497862,1.8324193654860513e+18,28,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2118415,53.5149398,3.983341543113582e+17,22,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2118909,53.524827,2.8691035944265446e+18,41,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2119493,53.5365118,1.075229663408695e+18,73,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2416337,53.4501664,5.24391896104738e+18,116,0,0,2,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2416388,53.4510652,1.2294955584055062e+17,151,2,0,1,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2416848,53.4591548,6.845771595749048e+18,66,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2419304,53.5022989,-7.461361518118679e+18,71,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.241956,53.506793,8.881643609024955e+18,167,5,3,2,1,2.75,2.91666666666667,1.70782512765993,1.06060606060606,0.621027319149067,4.457825127659934,High,Medium
-2.2419611,53.5076919,4.894118276872924e+18,94,1,2,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.241997,53.5139837,6.048577506662121e+18,83,0,2,0,0,0.5,1.0,1.0,2.0,2.0,1.5,Medium,Low
-2.2420124,53.5166802,5.682536888765e+18,166,2,1,3,1,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193,2.7074271077563377,High,Medium
-2.2421098,53.5337579,-2.8376929293636e+18,80,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2401229,53.4492706,-6.219248306253484e+18,99,0,1,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2401533,53.4546636,9.117406014036504e+18,188,1,1,3,1,1.5,1.0,1.0,0.666666666666667,0.666666666666667,2.5000000000000004,High,Medium
-2.2401787,53.4591578,-8.764356516414365e+18,124,1,3,1,1,1.5,1.0,1.0,0.666666666666667,0.666666666666667,2.5000000000000004,High,Medium
-2.2401838,53.4600567,-3.0859175364341253e+18,86,1,2,0,1,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2404075,53.4996054,4.822936492972561e+18,145,1,1,0,2,1.0,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726,1.816496580927726,Medium,Low
-2.2405145,53.5184809,-8.736266581872939e+18,58,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2103023,53.5086507,8.274449552563584e+18,163,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2104941,53.5473004,-1.234973016992392e+17,23,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2105656,53.5616816,-5.4698162609316794e+17,49,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2105745,53.5634792,2.5751411402479686e+17,59,0,1,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2106953,53.5877474,2.5834451286914166e+18,100,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2405246,53.5202785,-1.933198991929736e+17,103,0,2,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2406164,53.5364574,1.310913035810629e+18,28,0,0,1,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.238592,53.4447794,8.75927322179815e+17,72,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.2388494,53.4906201,-7.406594340345853e+18,794,10,9,5,11,8.75,6.91666666666667,2.62995563967658,0.790476190476191,0.300566358820181,11.379955639676584,High,High
-2.2088255,53.5149451,-3.7293165302236657e+18,78,0,1,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2088299,53.515844,-8.601127025884e+18,157,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.208883,53.5266299,-5.259556081496608e+18,99,0,0,2,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845,1.7074271077563374,Medium,Low
-2.2394225,53.5921875,-2.675068327840657e+18,55,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.207357,53.5230372,8.843374271982092e+18,71,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
-2.2074361,53.5392162,-7.528738208131146e+18,39,1,0,0,0,0.25,0.25,0.5,1.0,2.0,0.75,Low,Negligible
-2.207555,53.5634845,1.0748502479231044e+18,81,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925,1.0773502691896248,Medium,Low
